,1995-2006,ticker,company,1996-2007,ticker,company,1997-2008,ticker,company,1998-2009,ticker,company,1999-2010,ticker,company,2000-2011,ticker,company,2001-2012,ticker,company,2002-2013,ticker,company,2003-2014,ticker,company,2004-2015,ticker,company,2005-2016,ticker,company,2006-2017,ticker,company,2007-2018,ticker,company
484,-3.83%,GRA,W.R. Grace,7.07%,MAT,Mattel Inc.,287.46%,PGR,Progressive Corp.,102.24%,HP,Helmerich & Payne,13.16%,MHK,Mohawk Industries,95.18%,PNC,PNC Financial Services,-34.54%,PHM,Pulte Homes Inc.,-17.78%,INTC,Intel Corp.,46.56%,MRK,Merck & Co.,34.74%,ESV,Ensco plc,-60.65%,QEP,QEP Resources,92.28%,WMT,Wal-Mart Stores,201.07%,MU,Micron Technology
485,-3.86%,VIAB,Viacom Inc.,5.59%,TSN,Tyson Foods,259.75%,L,Loews Corp.,93.99%,SCG,SCANA Corp,13.04%,AVGO,Broadcom,88.75%,CVS,CVS Health,-34.95%,MRK,Merck & Co.,-18.95%,AVP,Avon Products,43.08%,NCLH,Norwegian Cruise Line,33.68%,AMAT,Applied Materials Inc,-61.08%,NYT,The New York Times Co.,89.63%,HAL,Halliburton Co.,198.31%,DFS,Discover Financial Services
486,-4.49%,CBS,CBS Corp.,5.57%,F,Ford Motor,250.61%,NBL,Noble Energy Inc,93.62%,SCHW,Charles Schwab Corporation,11.58%,DPS,Dr Pepper Snapple Group,87.30%,SYY,Sysco Corp.,-36.13%,CMA,Comerica Inc.,-19.36%,MGM,MGM Resorts International,42.95%,FB,"Facebook, Inc.",32.94%,CLF,Cliffs Natural Resources,-61.13%,SLM,SLM Corporation,89.30%,MAC,Macerich,186.35%,PNW,Pinnacle West Capital
487,-5.72%,CF,CF Industries Holdings Inc,5.16%,DISCA,Discovery Communications,243.73%,SJM,JM Smucker,92.79%,NSC,Norfolk Southern Corp.,9.33%,ARNC,Arconic Inc,81.69%,TGT,Target Corp.,-37.40%,IVZ,Invesco Ltd.,-19.71%,HPQ,HP Inc.,42.86%,MMC,Marsh & McLennan,31.51%,GHC,Graham Holdings,-62.33%,ARNC,Arconic Inc,88.86%,GME,GameStop,174.97%,NDAQ,"Nasdaq, Inc."
488,-7.39%,ICE,Intercontinental Exchange,2.07%,NEM,Newmont Mining Corporation,243.14%,MAA,Mid-America Apartments,92.36%,CVS,CVS Health,8.62%,COF,Capital One Financial,76.68%,RIG,Transocean,-39.00%,NBR,Nabors Industries,-22.70%,WPX,"WPX Energy, Inc.",42.68%,MGM,MGM Resorts International,30.86%,CA,"CA, Inc.",-63.28%,RF,Regions Financial Corp.,80.65%,ALL,Allstate Corp,170.22%,MON,Monsanto Co.
489,-7.98%,CMS,CMS Energy,0.35%,ILMN,Illumina Inc,242.06%,PRU,Prudential Financial,86.39%,COF,Capital One Financial,7.12%,EXPE,Expedia Inc.,76.05%,AVGO,Broadcom,-39.50%,AMAT,Applied Materials Inc,-23.21%,BK,The Bank of New York Mellon Corp.,41.23%,EVHC,Envision Healthcare,30.45%,NAVI,Navient,-65.41%,NBR,Nabors Industries,80.65%,NLSN,Nielsen Holdings,166.96%,KR,Kroger Co.
490,-18.15%,WIN,Windstream Holdings Inc,-1.48%,WYN,Wyndham Worldwide,241.63%,AMGN,Amgen Inc,82.11%,PNR,Pentair Ltd.,5.60%,ALGN,Align Technology,69.01%,JNJ,Johnson & Johnson,-39.64%,NTRS,Northern Trust Corp.,-23.97%,CMA,Comerica Inc.,39.26%,LUV,Southwest Airlines,29.35%,SYF,Synchrony Financial,-67.28%,CHK,Chesapeake Energy,80.60%,Q,Qwest Communications,161.96%,ADSK,Autodesk Inc
491,-22.06%,THC,Tenet Healthcare,-4.14%,VIAB,Viacom Inc.,228.89%,EQR,Equity Residential,78.73%,L,Loews Corp.,2.25%,UPS,United Parcel Service,64.50%,INTU,Intuit,-40.48%,UAL,United Continental Holdings,-24.69%,GE,General Electric,36.64%,NFX,Newfield Exploration Co,29.03%,AVY,Avery Dennison Corp,-67.51%,ODP,Office Depot Inc.,80.22%,PRU,Prudential Financial,160.07%,PAYX,Paychex Inc.
492,-23.67%,MOS,The Mosaic Company,-6.46%,CA,"CA, Inc.",204.10%,LNC,Lincoln National,72.25%,DHI,D. R. Horton,-0.04%,MMC,Marsh & McLennan,64.04%,CLX,The Clorox Company,-40.71%,GM,General Motors,-26.25%,UAL,United Continental Holdings,35.46%,DF,Dean Foods,28.38%,SNPS,Synopsys Inc.,-68.72%,RIG,Transocean,79.85%,SBR,Sabre Holdings,159.16%,LSI,LSI Corporation
493,-24.34%,A,Agilent Technologies Inc,-7.29%,IPG,Interpublic Group,201.83%,PNR,Pentair Ltd.,69.19%,PGR,Progressive Corp.,-3.83%,WU,Western Union Co,61.51%,AGN,"Allergan, Inc",-40.74%,MAS,Masco Corp.,-26.40%,WU,Western Union Co,35.43%,TER,Teradyne,26.51%,NE,Noble Corp,-69.03%,DNR,Denbury Resources,79.67%,VAR,Varian Medical Systems,157.03%,PEP,PepsiCo Inc.
494,-34.67%,GT,Goodyear Tire & Rubber,-7.89%,UNM,Unum Group,193.56%,MAR,Marriott Int'l.,69.08%,HPQ,HP Inc.,-3.92%,BBT,BB&T Corporation,57.28%,TIF,Tiffany & Co.,-42.36%,GE,General Electric,-27.54%,XRX,Xerox Corp.,34.48%,IPG,Interpublic Group,25.81%,CSCO,Cisco Systems,-70.18%,WPX,"WPX Energy, Inc.",79.34%,PGR,Progressive Corp.,155.85%,FTI,TechnipFMC
495,-39.27%,AKS,AK Steel Holding Corp.,-9.92%,IT,Gartner Inc,192.44%,HPQ,HP Inc.,62.51%,BEN,Franklin Resources,-7.66%,CCK,Crown Holdings,56.41%,WIN,Windstream Holdings Inc,-44.52%,LNC,Lincoln National,-29.47%,CA,"CA, Inc.",33.26%,DAL,Delta Air Lines,25.36%,MAS,Masco Corp.,-72.47%,SHLD,Sears Holding Corporation,77.94%,RL,Polo Ralph Lauren Corp.,153.76%,KORS,Michael Kors Holdings
496,-39.90%,LVLT,Level 3 Communications,-12.66%,EXPE,Expedia Inc.,171.20%,LNT,Alliant Energy Corp,60.27%,LNT,Alliant Energy Corp,-9.43%,CMCSA,Comcast Corp.,54.46%,LEG,Leggett & Platt,-45.11%,CSCO,Cisco Systems,-29.75%,SLM,SLM Corporation,30.83%,AAL,American Airlines Group,24.50%,AKS,AK Steel Holding Corp.,-75.00%,SVU,Supervalu Inc.,75.27%,AEE,Ameren Corp,153.38%,SPG,Simon Property Group Inc
497,-39.99%,CCK,Crown Holdings,-15.60%,RHT,Red Hat Inc.,159.66%,SCG,SCANA Corp,58.49%,WLTW,Willis Towers Watson,-10.46%,DXC,DXC Technology,50.88%,PG,Procter & Gamble,-45.28%,F,Ford Motor,-30.05%,AAL,American Airlines Group,28.87%,KMI,Kinder Morgan,23.12%,DRE,Duke Realty Corp,-81.32%,JCP,J.C. Penney,73.08%,MCO,Moody's Corp,152.89%,WHR,Whirlpool Corp.
498,-61.66%,ALGN,Align Technology,-15.94%,A,Agilent Technologies Inc,155.98%,PNC,PNC Financial Services,57.24%,DO,Diamond Offshore Drilling,-10.72%,WMB,Williams Cos.,50.55%,KSS,Kohl's,-47.39%,VRTX,Vertex Pharmaceuticals Inc,-30.37%,FB,"Facebook, Inc.",25.13%,FTR,Frontier Communications,21.95%,COTY,"Coty, Inc",-82.78%,X,United States Steel Corporation,72.78%,AVY,Avery Dennison Corp,149.88%,AFL,AFLAC Inc
499,-64.00%,ILMN,Illumina Inc,-16.14%,XRX,Xerox Corp.,145.61%,ACN,Accenture plc,51.24%,DUK,Duke Energy,-12.03%,NI,NiSource Inc.,49.07%,CI,CIGNA Corp.,-49.28%,HBAN,Huntington Bancshares,-31.39%,TWX,Time Warner Inc.,23.77%,PBI,Pitney Bowes Inc,21.78%,NFX,Newfield Exploration Co,-83.45%,AKS,AK Steel Holding Corp.,67.97%,AXP,American Express Co,148.96%,CVX,Chevron Corp.
500,-86.27%,AKAM,Akamai Technologies Inc,-16.94%,INCY,Incyte,142.01%,DUK,Duke Energy,38.01%,FIS,Fidelity National Information Services,-17.37%,LNC,Lincoln National,46.80%,BBT,BB&T Corporation,-49.61%,SWKS,Skyworks Solutions,-31.65%,LNC,Lincoln National,22.33%,LLY,Lilly (Eli) & Co.,21.35%,HLT,Hilton Worldwide,-83.58%,S,Sprint Nextel Corp.,65.19%,JEC,Jacobs Engineering Group,146.12%,VLO,Valero Energy
501,-90.30%,EQIX,Equinix,-17.21%,ALGN,Align Technology,138.75%,WLTW,Willis Towers Watson,34.44%,MAR,Marriott Int'l.,-17.63%,IP,International Paper,31.15%,UPS,United Parcel Service,-49.92%,SCHW,Charles Schwab Corporation,-34.31%,AES,AES Corp,21.04%,WIN,Windstream Holdings Inc,20.55%,JNPR,Juniper Networks,-85.28%,GNW,Genworth Financial,65.15%,BBT,BB&T Corporation,142.80%,MDLZ,Mondelez International
502,-95.51%,PCLN,Priceline.com Inc,-22.12%,CMS,CMS Energy,122.18%,AOS,A.O. Smith,32.81%,AOS,A.O. Smith,-17.86%,SNPS,Synopsys Inc.,15.79%,ALGN,Align Technology,-49.96%,TWX,Time Warner Inc.,-34.33%,AMAT,Applied Materials Inc,19.54%,GM,General Motors,20.01%,LM,Legg Mason,-85.60%,CLF,Cliffs Natural Resources,65.07%,TGT,Target Corp.,141.84%,IRM,Iron Mountain Incorporated
503,,,,-32.63%,MU,Micron Technology,116.20%,K,Kellogg Co.,31.62%,MAC,Macerich,-17.96%,T,AT&T Inc,11.34%,RRD,R.R. Donnelley,-51.11%,PKI,PerkinElmer,-36.04%,KSS,Kohl's,19.33%,UAL,United Continental Holdings,18.94%,GE,General Electric,-85.85%,AVP,Avon Products,63.83%,ETR,Entergy Corp.,140.96%,IQV,IQVIA
504,,,,-41.06%,CCK,Crown Holdings,115.97%,NSC,Norfolk Southern Corp.,28.03%,ATI,Allegheny Technologies,-18.90%,CCL,Carnival Corp.,11.26%,CHTR,Charter Communications,-56.18%,BK,The Bank of New York Mellon Corp.,-38.37%,CDNS,Cadence Design Systems,18.91%,CDNS,Cadence Design Systems,16.94%,DF,Dean Foods,-86.97%,AMD,Advanced Micro Devices,59.75%,STT,State Street Corp.,140.74%,PEG,Public Serv. Enterprise Inc.
505,,,,-41.85%,GT,Goodyear Tire & Rubber,101.47%,JNPR,Juniper Networks,20.13%,K,Kellogg Co.,-21.42%,INTC,Intel Corp.,7.72%,WMB,Williams Cos.,-58.19%,KEY,KeyCorp,-39.87%,GT,Goodyear Tire & Rubber,17.37%,IGT,International Game Technology,16.16%,XRX,Xerox Corp.,-87.06%,C,Citigroup Inc.,59.16%,SYF,Synchrony Financial,133.39%,SO,Southern Co.
506,,,,-44.20%,MOS,The Mosaic Company,94.97%,FIS,Fidelity National Information Services,15.18%,PRU,Prudential Financial,-21.71%,RRD,R.R. Donnelley,7.33%,HPQ,HP Inc.,-58.19%,CDNS,Cadence Design Systems,-39.99%,STI,SunTrust Banks,16.13%,MNK,Mallinckrodt,15.54%,F,Ford Motor,nan%,BHF,Brighthouse Financial Inc,58.86%,PLD,Prologis,132.76%,FDX,FedEx Corporation
507,,,,-48.35%,THC,Tenet Healthcare,75.59%,INTC,Intel Corp.,6.26%,JNPR,Juniper Networks,-24.84%,MRK,Merck & Co.,5.71%,EXPE,Expedia Inc.,-58.77%,DXC,DXC Technology,-42.71%,DAL,Delta Air Lines,14.81%,NWS,News Corp. Class B,15.08%,ALLE,Allegion,873.53%,AVGO,Broadcom,56.69%,CBG,CBRE Group,121.93%,WFC,Wells Fargo
508,,,,-63.41%,AKAM,Akamai Technologies Inc,70.12%,RRD,R.R. Donnelley,-1.30%,CI,CIGNA Corp.,-29.54%,AGN,"Allergan, Inc",1.73%,AXP,American Express Co,-59.36%,FHN,First Horizon,-43.49%,LUV,Southwest Airlines,14.78%,DRE,Duke Realty Corp,14.72%,CMA,Comerica Inc.,512.56%,ALGN,Align Technology,56.53%,CMA,Comerica Inc.,121.06%,GPS,Gap Inc.
509,,,,-82.00%,EQIX,Equinix,69.22%,STI,SunTrust Banks,-5.13%,UPS,United Parcel Service,-32.87%,BSX,Boston Scientific,-3.83%,COF,Capital One Financial,-59.76%,JCI,Johnson Controls Inc,-43.96%,TER,Teradyne,14.37%,AVY,Avery Dennison Corp,13.69%,MGM,MGM Resorts International,359.36%,INTU,Intuit,56.06%,L,Loews Corp.,119.70%,DGX,Quest Diagnostics
510,,,,-91.23%,PCLN,Priceline.com Inc,23.48%,ETFC,E*Trade,-7.69%,INTC,Intel Corp.,-34.19%,KSU,Kansas City Southern,-3.86%,WU,Western Union Co,-60.96%,DAL,Delta Air Lines,-44.67%,NVDA,Nvidia Corporation,14.05%,NWSA,News Corp. Class A,9.72%,DWDP,DowDuPont,302.96%,NEE,NextEra Energy,55.25%,HES,Hess Corporation,119.18%,PCAR,PACCAR Inc.
511,,,,,,,20.48%,DXC,DXC Technology,-15.83%,DXC,DXC Technology,-34.29%,TSN,Tyson Foods,-7.69%,LNC,Lincoln National,-60.98%,LUV,Southwest Airlines,-46.15%,HBAN,Huntington Bancshares,13.07%,MS,Morgan Stanley,8.16%,CFG,Citizens Financial Group,279.42%,FIS,Fidelity National Information Services,50.19%,FLR,Fluor Corp.,115.14%,AIZ,Assurant Inc
512,,,,,,,18.21%,UPS,United Parcel Service,-16.31%,DISCK,Discovery Communications,-37.37%,CBS,CBS Corp.,-8.60%,AMGN,Amgen Inc,-61.37%,STI,SunTrust Banks,-48.03%,BAC,Bank of America Corp,12.40%,JBL,Jabil Circuit,7.00%,LEN,Lennar Corp.,277.63%,SJM,JM Smucker,50.14%,BEN,Franklin Resources,114.45%,UPS,United Parcel Service
513,,,,,,,6.23%,WDC,Western Digital,-28.44%,WDC,Western Digital,-45.37%,HIG,Hartford Financial Svc.Gp.,-10.32%,WMT,Wal-Mart Stores,-62.43%,AMD,Advanced Micro Devices,-48.47%,RRD,R.R. Donnelley,11.03%,MMI,Motorola Mobility,5.81%,RDC,Rowan Companies Plc,271.63%,ECL,Ecolab,49.34%,LNC,Lincoln National,113.19%,LH,Laboratory Corp. of America Holding
514,,,,,,,-1.16%,ALGN,Align Technology,-33.56%,LNC,Lincoln National,-47.04%,FHN,First Horizon,-16.39%,MRK,Merck & Co.,-63.65%,TER,Teradyne,-50.21%,MS,Morgan Stanley,10.05%,IQV,IQVIA,5.72%,GM,General Motors,270.83%,MAA,Mid-America Apartments,47.66%,EA,Electronic Arts,112.72%,SNI,Scripps Networks Interactive Inc.
515,,,,,,,-32.15%,XRX,Xerox Corp.,-42.00%,STI,SunTrust Banks,-52.21%,MSI,Motorola Solutions Inc.,-22.00%,EA,Electronic Arts,-64.11%,GNW,Genworth Financial,-50.24%,KEY,KeyCorp,10.05%,Q,Qwest Communications,5.51%,CDNS,Cadence Design Systems,266.63%,BLL,Ball Corp,45.70%,JCI,Johnson Controls Inc,112.43%,MAS,Masco Corp.
516,,,,,,,-44.38%,AN,AutoNation Inc,-47.32%,RRD,R.R. Donnelley,-55.51%,CMS,CMS Energy,-23.37%,SCHW,Charles Schwab Corporation,-65.32%,BAC,Bank of America Corp,-51.56%,EA,Electronic Arts,9.57%,AKS,AK Steel Holding Corp.,3.69%,PBI,Pitney Bowes Inc,259.98%,HP,Helmerich & Payne,43.47%,WLTW,Willis Towers Watson,105.87%,GLW,Corning Inc.
517,,,,,,,-76.17%,AKAM,Akamai Technologies Inc,-48.15%,ALGN,Align Technology,-56.08%,PCLN,Priceline.com Inc,-23.58%,MMC,Marsh & McLennan,-65.88%,KG,King Pharmaceuticals Inc.,-51.74%,ZION,Zions Bancorp,9.28%,KSS,Kohl's,2.82%,WU,Western Union Co,251.58%,LNT,Alliant Energy Corp,42.63%,FII,Federated Investors,102.29%,PYPL,PayPal
518,,,,,,,,,,-53.05%,AN,AutoNation Inc,-58.82%,KG,King Pharmaceuticals Inc.,-28.56%,HIG,Hartford Financial Svc.Gp.,-66.51%,ARNC,Arconic Inc,-52.25%,PBI,Pitney Bowes Inc,7.55%,GHC,Graham Holdings,0.31%,RRD,R.R. Donnelley,249.90%,IVZ,Invesco Ltd.,42.50%,HOG,Harley-Davidson,97.85%,USB,U.S. Bancorp
519,,,,,,,,,,-54.67%,HIG,Hartford Financial Svc.Gp.,-59.84%,JCI,Johnson Controls Inc,-30.79%,BSX,Boston Scientific,-67.38%,ZION,Zions Bancorp,-52.49%,BSX,Boston Scientific,6.12%,SAIC,SAIC,-0.70%,NWSA,News Corp. Class A,247.26%,EQR,Equity Residential,41.97%,HPE,Hewlett Packard Enterprise,95.61%,R,Ryder Systems Inc.
520,,,,,,,,,,-76.28%,XRX,Xerox Corp.,-62.71%,STI,SunTrust Banks,-33.69%,IP,International Paper,-68.74%,XL,XL Capital,-52.96%,JCI,Johnson Controls Inc,6.07%,ZTS,Zoetis,-1.01%,INFO,IHS Markit Ltd.,232.61%,DHR,Danaher Corp.,40.24%,DRE,Duke Realty Corp,93.76%,MDT,Medtronic plc
521,,,,,,,,,,-80.00%,ETFC,E*Trade,-68.17%,TWX,Time Warner Inc.,-34.85%,JNPR,Juniper Networks,-69.12%,HIG,Hartford Financial Svc.Gp.,-54.17%,HIG,Hartford Financial Svc.Gp.,5.87%,WPX,"WPX Energy, Inc.",-1.38%,EA,Electronic Arts,228.30%,SCHW,Charles Schwab Corporation,39.88%,HPQ,HP Inc.,85.14%,SYMC,Symantec Corp.
522,,,,,,,,,,-87.34%,EQIX,Equinix,-69.41%,TGNA,"Tegna, Inc.",-39.24%,FHN,First Horizon,-69.34%,MS,Morgan Stanley,-56.79%,AKS,AK Steel Holding Corp.,3.49%,HLT,Hilton Worldwide,-2.90%,NWS,News Corp. Class B,216.79%,TAP,Molson Coors Brewing Company,38.84%,JNPR,Juniper Networks,79.71%,HOLX,Hologic
523,,,,,,,,,,-95.65%,AIG,"American International Group, Inc.",-74.73%,EQIX,Equinix,-39.96%,INTC,Intel Corp.,-70.55%,FITB,Fifth Third Bancorp,-57.43%,RF,Regions Financial Corp.,2.11%,HIG,Hartford Financial Svc.Gp.,-3.24%,PHM,Pulte Homes Inc.,215.25%,XEL,Xcel Energy Inc,37.91%,PDCO,Patterson Companies,76.01%,HLT,Hilton Worldwide
524,,,,,,,,,,,,,-84.08%,XRX,Xerox Corp.,-40.82%,STI,SunTrust Banks,-70.60%,ODP,Office Depot Inc.,-58.57%,BBY,Best Buy Co. Inc.,-2.69%,NBR,Nabors Industries,-4.37%,MS,Morgan Stanley,210.57%,AN,AutoNation Inc,37.20%,TXT,Textron Inc.,75.51%,EXPD,Expeditors International
525,,,,,,,,,,,,,-84.95%,ETFC,E*Trade,-43.71%,XRX,Xerox Corp.,-70.68%,RF,Regions Financial Corp.,-58.85%,GNW,Genworth Financial,-3.85%,WU,Western Union Co,-9.43%,JBL,Jabil Circuit,206.19%,VRSN,Verisign Inc.,32.97%,WU,Western Union Co,74.12%,SRCL,Stericycle Inc
526,,,,,,,,,,,,,-96.89%,AIG,"American International Group, Inc.",-47.02%,DXC,DXC Technology,-70.88%,GLW,Corning Inc.,-60.20%,IPG,Interpublic Group,-7.82%,EA,Electronic Arts,-10.11%,HIG,Hartford Financial Svc.Gp.,201.90%,NSC,Norfolk Southern Corp.,28.93%,RRC,Range Resources Corp.,72.18%,DISH,Dish Network
527,,,,,,,,,,,,,,,,-53.25%,JCI,Johnson Controls Inc,-71.17%,TGNA,"Tegna, Inc.",-61.90%,FHN,First Horizon,-8.09%,NEM,Newmont Mining Corporation,-12.40%,SLM,SLM Corporation,200.82%,MLM,Martin Marietta Materials,28.52%,CCL,Carnival Corp.,68.09%,INFO,IHS Markit Ltd.
528,,,,,,,,,,,,,,,,-80.65%,EQIX,Equinix,-73.42%,IPG,Interpublic Group,-62.16%,XL,XL Capital,-8.85%,ALLE,Allegion,-16.05%,X,United States Steel Corporation,199.75%,OKE,ONEOK,25.99%,KHC,Kraft Heinz,62.26%,PPL,PPL Corp.
529,,,,,,,,,,,,,,,,-81.38%,VRSN,Verisign Inc.,-73.73%,AAL,American Airlines Group,-63.05%,TGNA,"Tegna, Inc.",-10.66%,QEP,QEP Resources,-21.07%,THC,Tenet Healthcare,188.76%,PX,Praxair Inc.,24.56%,KSS,Kohl's,55.12%,PFG,Principal Financial Group
530,,,,,,,,,,,,,,,,-93.88%,ETFC,E*Trade,-75.71%,NYT,The New York Times Co.,-64.90%,S,Sprint Nextel Corp.,-10.74%,ZION,Zions Bancorp,-21.51%,TER,Teradyne,187.63%,WAT,Waters Corporation,22.86%,BBY,Best Buy Co. Inc.,54.20%,ZBH,Zimmer Biomet Holdings
531,,,,,,,,,,,,,,,,-98.80%,LVLT,Level 3 Communications,-77.12%,AES,AES Corp,-66.80%,FITB,Fifth Third Bancorp,-10.97%,S,Sprint Nextel Corp.,-22.94%,RIG,Transocean,187.49%,GME,GameStop,20.08%,IGT,International Game Technology,43.43%,GT,Goodyear Tire & Rubber
532,,,,,,,,,,,,,,,,,,,-80.10%,JNPR,Juniper Networks,-68.24%,KG,King Pharmaceuticals Inc.,-11.04%,COTY,"Coty, Inc",-24.31%,STI,SunTrust Banks,185.86%,TIF,Tiffany & Co.,16.92%,COF,Capital One Financial,40.66%,GM,General Motors
533,,,,,,,,,,,,,,,,,,,-82.22%,MU,Micron Technology,-69.19%,LVLT,Level 3 Communications,-11.30%,SLM,SLM Corporation,-33.70%,HBAN,Huntington Bancshares,176.27%,DUK,Duke Energy,15.34%,MRO,Marathon Oil Corp.,35.37%,NWL,Newell Brands
534,,,,,,,,,,,,,,,,,,,-82.28%,THC,Tenet Healthcare,-69.60%,ARNC,Arconic Inc,-14.90%,GNW,Genworth Financial,-35.41%,KEY,KeyCorp,176.00%,AMGN,Amgen Inc,14.10%,URBN,Urban Outfitters,30.57%,VNO,Vornado Realty Trust
535,,,,,,,,,,,,,,,,,,,-86.47%,S,Sprint Nextel Corp.,-76.41%,NYT,The New York Times Co.,-15.53%,STI,SunTrust Banks,-35.77%,IGT,International Game Technology,172.04%,HCA,HCA Holdings,10.71%,MNK,Mallinckrodt,28.06%,MET,MetLife Inc.
536,,,,,,,,,,,,,,,,,,,-89.21%,ETFC,E*Trade,-79.26%,THC,Tenet Healthcare,-16.44%,AVP,Avon Products,-36.15%,NBR,Nabors Industries,151.73%,SCG,SCANA Corp,10.64%,FTV,Fortive Corp,27.68%,NSM,National Semiconductor Corp.
537,,,,,,,,,,,,,,,,,,,-92.68%,C,Citigroup Inc.,-79.55%,MU,Micron Technology,-25.21%,KEY,KeyCorp,-39.36%,XL,XL Capital,142.47%,DXC,DXC Technology,8.53%,WIN,Windstream Holdings Inc,24.43%,NBL,Noble Energy Inc
538,,,,,,,,,,,,,,,,,,,-95.79%,BHF,Brighthouse Financial Inc,-82.31%,ODP,Office Depot Inc.,-26.01%,HBAN,Huntington Bancshares,-39.58%,WPX,"WPX Energy, Inc.",137.84%,MAC,Macerich,4.26%,MSI,Motorola Solutions Inc.,21.81%,COTY,"Coty, Inc"
539,,,,,,,,,,,,,,,,,,,-96.32%,LVLT,Level 3 Communications,-84.69%,SVU,Supervalu Inc.,-35.79%,THC,Tenet Healthcare,-40.90%,QEP,QEP Resources,121.19%,K,Kellogg Co.,3.45%,MS,Morgan Stanley,21.43%,JWN,Nordstrom
540,,,,,,,,,,,,,,,,,,,-96.97%,SUN,Sunoco Inc.,-84.87%,AMD,Advanced Micro Devices,-37.35%,KG,King Pharmaceuticals Inc.,-41.22%,BAC,Bank of America Corp,112.79%,PGR,Progressive Corp.,3.31%,BHGE,"Baker Hughes, a GE Company",19.04%,OI,Owens-Illinois
541,,,,,,,,,,,,,,,,,,,-98.46%,AIG,"American International Group, Inc.",-89.10%,C,Citigroup Inc.,-38.98%,BAC,Bank of America Corp,-42.25%,LVLT,Level 3 Communications,101.38%,INTC,Intel Corp.,1.66%,CSRA,CSRA Inc.,18.74%,WRK,WestRock Company
542,,,,,,,,,,,,,,,,,,,,,,-91.27%,ETFC,E*Trade,-40.09%,AMD,Advanced Micro Devices,-46.29%,ZION,Zions Bancorp,100.62%,AJG,Arthur J. Gallagher & Co.,-2.26%,VIAB,Viacom Inc.,14.55%,BTU,Peabody Energy
543,,,,,,,,,,,,,,,,,,,,,,-95.03%,BHF,Brighthouse Financial Inc,-40.94%,SVU,Supervalu Inc.,-48.71%,ODP,Office Depot Inc.,94.97%,BEN,Franklin Resources,-4.17%,FITB,Fifth Third Bancorp,13.19%,HST,Host Hotels & Resorts
544,,,,,,,,,,,,,,,,,,,,,,-97.15%,AIG,"American International Group, Inc.",-41.87%,TGNA,"Tegna, Inc.",-48.80%,TGNA,"Tegna, Inc.",94.43%,HES,Hess Corporation,-5.58%,STI,SunTrust Banks,11.93%,PHM,Pulte Homes Inc.
545,,,,,,,,,,,,,,,,,,,,,,,,,-42.34%,ARNC,Arconic Inc,-49.48%,ARNC,Arconic Inc,89.24%,PRU,Prudential Financial,-8.52%,RRD,R.R. Donnelley,11.93%,MAT,Mattel Inc.
546,,,,,,,,,,,,,,,,,,,,,,,,,-43.26%,XL,XL Capital,-51.34%,RF,Regions Financial Corp.,76.28%,L,Loews Corp.,-11.57%,BSX,Boston Scientific,10.10%,NWS,News Corp. Class B
547,,,,,,,,,,,,,,,,,,,,,,,,,-43.46%,BSX,Boston Scientific,-53.15%,FITB,Fifth Third Bancorp,75.30%,ARE,Alexandria Real Estate Equities Inc,-12.45%,DHI,D. R. Horton,9.64%,NRG,NRG Energy
548,,,,,,,,,,,,,,,,,,,,,,,,,-48.20%,RF,Regions Financial Corp.,-53.42%,GNW,Genworth Financial,51.42%,UPS,United Parcel Service,-13.75%,MUR,Murphy Oil,-1.03%,SLG,SL Green Realty
549,,,,,,,,,,,,,,,,,,,,,,,,,-51.39%,FITB,Fifth Third Bancorp,-54.74%,NEM,Newmont Mining Corporation,49.37%,HPQ,HP Inc.,-19.46%,DVN,Devon Energy,-7.80%,AAL,American Airlines Group
550,,,,,,,,,,,,,,,,,,,,,,,,,-51.93%,JCP,J.C. Penney,-55.93%,SVU,Supervalu Inc.,41.04%,PNR,Pentair Ltd.,-22.29%,NFX,Newfield Exploration Co,-11.14%,FE,FirstEnergy Corp
551,,,,,,,,,,,,,,,,,,,,,,,,,-54.87%,LVLT,Level 3 Communications,-58.17%,FHN,First Horizon,33.26%,WLTW,Willis Towers Watson,-24.31%,WPX,"WPX Energy, Inc.",-12.26%,NYT,The New York Times Co.
552,,,,,,,,,,,,,,,,,,,,,,,,,-55.30%,FHN,First Horizon,-61.76%,KG,King Pharmaceuticals Inc.,29.80%,LNC,Lincoln National,-25.10%,QRVO,Qorvo,-12.78%,NAVI,Navient
553,,,,,,,,,,,,,,,,,,,,,,,,,-58.82%,NYT,The New York Times Co.,-63.48%,AVP,Avon Products,25.19%,DHI,D. R. Horton,-25.68%,NWSA,News Corp. Class A,-13.06%,M,Macy's Inc.
554,,,,,,,,,,,,,,,,,,,,,,,,,-59.59%,ETFC,E*Trade,-63.96%,BSX,Boston Scientific,10.72%,KSS,Kohl's,-29.50%,XRX,Xerox Corp.,-18.21%,HBAN,Huntington Bancshares
555,,,,,,,,,,,,,,,,,,,,,,,,,-64.16%,ODP,Office Depot Inc.,-67.22%,NYT,The New York Times Co.,6.18%,WU,Western Union Co,-30.81%,HIG,Hartford Financial Svc.Gp.,-21.04%,GGP,General Growth Properties Inc.
556,,,,,,,,,,,,,,,,,,,,,,,,,-81.12%,C,Citigroup Inc.,-70.76%,S,Sprint Nextel Corp.,2.07%,KHC,Kraft Heinz,-31.12%,NEM,Newmont Mining Corporation,-25.51%,KMI,Kinder Morgan
