,1995-1997,ticker,company,1996-1998,ticker,company,1997-1999,ticker,company,1998-2000,ticker,company,1999-2001,ticker,company,2000-2002,ticker,company,2001-2003,ticker,company,2002-2004,ticker,company,2003-2005,ticker,company,2004-2006,ticker,company,2005-2007,ticker,company,2006-2008,ticker,company,2007-2009,ticker,company,2008-2010,ticker,company,2009-2011,ticker,company,2010-2012,ticker,company,2011-2013,ticker,company,2012-2014,ticker,company,2013-2015,ticker,company,2014-2016,ticker,company,2015-2017,ticker,company,2016-2018,ticker,company
326,25.17%,DNB,Dun & Bradstreet,20.54%,DGX,Quest Diagnostics,7.83%,SIG,Signet Jewelers,-18.05%,TMK,Torchmark Corp.,-6.78%,RSG,Republic Services Inc,-3.73%,R,Ryder Systems Inc.,-21.31%,NFX,Newfield Exploration Co,5.73%,ORLY,O'Reilly Automotive,44.74%,XLNX,Xilinx Inc,19.78%,RE,Everest Re,20.64%,DOV,Dover Corp.,32.35%,DNB,Dun & Bradstreet,-90.34%,S,Sprint Nextel Corp.,-30.81%,PCAR,PACCAR Inc.,5.57%,DGX,Quest Diagnostics,-21.77%,NFX,Newfield Exploration Co,-46.43%,AVP,Avon Products,49.04%,DWDP,DowDuPont,43.45%,JBHT,J. B. Hunt Transport Services,2.52%,WYN,Wyndham Worldwide,41.11%,MAA,Mid-America Apartments,74.24%,SPGI,"S&P Global, Inc."
327,24.84%,CSX,CSX Corp.,20.50%,NBL,Noble Energy Inc,7.15%,BMS,Bemis Company,-18.73%,OXY,Occidental Petroleum,-6.85%,ISRG,Intuitive Surgical Inc.,-3.87%,STI,SunTrust Banks,-21.38%,CMA,Comerica Inc.,5.62%,TMO,Thermo Fisher Scientific,44.56%,MS,Morgan Stanley,19.56%,TMO,Thermo Fisher Scientific,20.61%,FSLR,First Solar,32.28%,XEL,Xcel Energy Inc,-91.31%,GNW,Genworth Financial,-30.81%,AIV,Apartment Investment & Management,5.04%,QEP,QEP Resources,-21.91%,VMC,Vulcan Materials,-47.30%,NFLX,Netflix Inc.,49.01%,GD,General Dynamics,43.12%,WYNN,Wynn Resorts,2.25%,KEY,KeyCorp,40.68%,T,AT&T Inc,73.29%,UNP,Union Pacific
328,24.32%,SRCL,Stericycle Inc,20.28%,NSC,Norfolk Southern Corp.,6.92%,SWK,Stanley Black & Decker,-18.78%,CMA,Comerica Inc.,-6.91%,KO,Coca-Cola Company,-3.96%,BA,Boeing Company,-21.45%,DVN,Devon Energy,5.61%,CTAS,Cintas Corporation,44.41%,WY,Weyerhaeuser Corp.,19.49%,ED,Consolidated Edison,20.16%,TSCO,Tractor Supply Company,31.75%,EXPE,Expedia Inc.,-92.18%,ODP,Office Depot Inc.,-31.51%,FOXA,Twenty-First Century Fox Class A,3.80%,AON,Aon plc,-22.61%,NE,Noble Corp,-47.71%,CLF,Cliffs Natural Resources,48.67%,INTU,Intuit,42.85%,BF.B,Brown-Forman Corp.,1.95%,WY,Weyerhaeuser Corp.,39.98%,CTXS,Citrix Systems,73.06%,SAIC,SAIC
329,22.16%,LUK,Leucadia National Corp.,19.91%,CLF,Cliffs Natural Resources,6.42%,L,Loews Corp.,-18.92%,SPG,Simon Property Group Inc,-6.92%,IBM,International Business Machines,-4.23%,CCE,Coca-Cola Enterprises,-21.98%,MCK,McKesson Corp.,5.49%,PNC,PNC Financial Services,44.36%,PRGO,Perrigo,19.38%,JNPR,Juniper Networks,20.14%,SO,Southern Co.,31.28%,BIG,Big Lots Inc.,-94.36%,XL,XL Capital,-31.56%,SYK,Stryker Corp.,3.79%,BBT,BB&T Corporation,-22.76%,FLIR,FLIR Systems,-47.77%,PBI,Pitney Bowes Inc,48.58%,XLNX,Xilinx Inc,42.78%,DUK,Duke Energy,1.42%,YUM,Yum! Brands Inc,39.55%,FITB,Fifth Third Bancorp,72.84%,MS,Morgan Stanley
330,22.06%,ADM,Archer-Daniels-Midland Co,19.41%,TSN,Tyson Foods,6.34%,GWW,Grainger (W.W.) Inc.,-19.03%,IGT,International Game Technology,-6.95%,MAS,Masco Corp.,-4.28%,DLTR,Dollar Tree,-22.25%,DOV,Dover Corp.,5.41%,PNW,Pinnacle West Capital,44.29%,SYK,Stryker Corp.,19.21%,XEL,Xcel Energy Inc,20.14%,PAYX,Paychex Inc.,31.01%,STX,Seagate Technology,-97.32%,GGP,General Growth Properties Inc.,-31.91%,M,Macy's Inc.,2.72%,IRM,Iron Mountain Incorporated,-23.14%,ADBE,Adobe Systems Inc,-58.63%,X,United States Steel Corporation,48.55%,JNJ,Johnson & Johnson,42.72%,PG,Procter & Gamble,1.10%,RF,Regions Financial Corp.,39.05%,PGR,Progressive Corp.,71.41%,ALL,Allstate Corp
331,20.91%,FMC,FMC Corporation,19.07%,DXC,DXC Technology,6.30%,AEE,Ameren Corp,-19.14%,AET,Aetna Inc,-7.28%,CTXS,Citrix Systems,-4.54%,ADI,"Analog Devices, Inc.",-22.36%,RMD,ResMed,5.17%,CSX,CSX Corp.,44.00%,ARNC,Arconic Inc,19.16%,ADP,Automatic Data Processing,19.97%,CBS,CBS Corp.,30.91%,UAA,Under Armour,nan%,BHF,Brighthouse Financial Inc,-32.05%,SLB,Schlumberger Ltd.,2.21%,MON,Monsanto Co.,-23.25%,NRG,NRG Energy,-62.86%,NFX,Newfield Exploration Co,48.16%,LRCX,Lam Research,42.68%,SYMC,Symantec Corp.,0.73%,GRA,W.R. Grace,38.45%,TMK,Torchmark Corp.,69.50%,HRS,Harris Corporation
332,20.55%,D,Dominion Energy,18.35%,SWKS,Skyworks Solutions,6.14%,ROP,Roper Technologies,-19.38%,AOS,A.O. Smith,-7.32%,T,AT&T Inc,-4.73%,ENDP,Endo International plc,-22.37%,HES,Hess Corporation,5.11%,NE,Noble Corp,43.54%,NTRS,Northern Trust Corp.,19.05%,ALXN,Alexion Pharmaceuticals,19.61%,UNM,Unum Group,30.53%,FOX,Twenty-First Century Fox Class B,29.13%,TAP,Molson Coors Brewing Company,-32.31%,VIAB,Viacom Inc.,2.12%,EA,Electronic Arts,-23.62%,CSCO,Cisco Systems,-63.23%,BBY,Best Buy Co. Inc.,48.05%,MSFT,Microsoft Corp.,42.58%,BMS,Bemis Company,0.49%,FITB,Fifth Third Bancorp,38.39%,MTD,Mettler Toledo,68.65%,AET,Aetna Inc
333,19.79%,TAP,Molson Coors Brewing Company,18.29%,SCG,SCANA Corp,5.97%,EQT,EQT Corporation,-19.49%,DHI,D. R. Horton,-7.56%,CDNS,Cadence Design Systems,-4.86%,NSC,Norfolk Southern Corp.,-22.49%,MDT,Medtronic plc,5.02%,ATVI,Activision Blizzard,43.36%,PNW,Pinnacle West Capital,19.03%,K,Kellogg Co.,19.43%,IFF,Intl Flavors & Fragrances,30.23%,PG,Procter & Gamble,28.99%,CHD,Church & Dwight,-32.34%,HON,Honeywell Int'l Inc.,1.58%,REG,Regency Centers Corporation,-24.75%,CME,CME Group Inc.,-70.66%,AMD,Advanced Micro Devices,47.83%,ABT,Abbott Laboratories,42.56%,CTSH,Cognizant Technology Solutions,0.27%,TWX,Time Warner Inc.,38.19%,ACN,Accenture plc,68.45%,ANTM,Anthem Inc.
334,19.76%,JCP,J.C. Penney,17.97%,TER,Teradyne,5.03%,SPG,Simon Property Group Inc,-19.78%,TSN,Tyson Foods,-7.58%,CMA,Comerica Inc.,-5.17%,KMB,Kimberly-Clark,-22.62%,MLM,Martin Marietta Materials,4.43%,MLM,Martin Marietta Materials,42.82%,SEE,Sealed Air,18.94%,GE,General Electric,19.40%,AVY,Avery Dennison Corp,29.99%,CTXS,Citrix Systems,22.25%,WMT,Wal-Mart Stores,-32.45%,CHK,Chesapeake Energy,1.33%,NUE,Nucor Corp.,-24.83%,LUV,Southwest Airlines,-71.01%,AKS,AK Steel Holding Corp.,47.78%,WM,Waste Management Inc.,42.43%,XL,XL Capital,-0.32%,C,Citigroup Inc.,37.57%,NTRS,Northern Trust Corp.,67.67%,COO,The Cooper Companies
335,19.58%,COG,Cabot Oil & Gas,17.85%,SO,Southern Co.,4.88%,HST,Host Hotels & Resorts,-20.23%,BWA,BorgWarner,-8.30%,BF.B,Brown-Forman Corp.,-5.38%,AOS,A.O. Smith,-22.66%,CB,Chubb Corp,4.21%,HON,Honeywell Int'l Inc.,42.75%,JBL,Jabil Circuit,18.72%,TRV,The Travelers Companies Inc.,19.06%,HOG,Harley-Davidson,29.88%,CAT,Caterpillar Inc.,22.11%,SBR,Sabre Holdings,-32.61%,STZ,Constellation Brands,0.55%,WMT,Wal-Mart Stores,-25.80%,NVDA,Nvidia Corporation,-72.36%,SVU,Supervalu Inc.,47.34%,CNC,Centene Corporation,42.40%,HES,Hess Corporation,-0.75%,DFS,Discover Financial Services,37.21%,LRCX,Lam Research,67.27%,WMT,Wal-Mart Stores
336,19.29%,PEG,Public Serv. Enterprise Inc.,17.32%,ETR,Entergy Corp.,4.87%,IFF,Intl Flavors & Fragrances,-20.26%,HAL,Halliburton Co.,-9.36%,WHR,Whirlpool Corp.,-5.81%,WMB,Williams Cos.,-23.02%,C,Citigroup Inc.,4.17%,VMC,Vulcan Materials,42.62%,RF,Regions Financial Corp.,18.29%,AN,AutoNation Inc,18.99%,FAST,Fastenal Co,29.61%,CCK,Crown Holdings,20.29%,JBHT,J. B. Hunt Transport Services,-32.68%,ESV,Ensco plc,-0.36%,ZION,Zions Bancorp,-25.97%,LVLT,Level 3 Communications,nan%,KG,King Pharmaceuticals Inc.,46.84%,DG,Dollar General,42.27%,BIG,Big Lots Inc.,-1.28%,DISH,Dish Network,37.04%,STI,SunTrust Banks,66.53%,WM,Waste Management Inc.
337,18.15%,K,Kellogg Co.,17.24%,GILD,Gilead Sciences,3.90%,JCP,J.C. Penney,-20.94%,HSY,The Hershey Company,-9.49%,GWW,Grainger (W.W.) Inc.,-6.03%,AMGN,Amgen Inc,-23.11%,NVDA,Nvidia Corporation,4.11%,CVX,Chevron Corp.,41.95%,SRCL,Stericycle Inc,18.17%,SVU,Supervalu Inc.,18.24%,NTAP,NetApp,29.58%,WIN,Windstream Holdings Inc,19.50%,JEC,Jacobs Engineering Group,-32.76%,DISH,Dish Network,-0.70%,LLL,L-3 Communications Holdings,-26.53%,BK,The Bank of New York Mellon Corp.,153.75%,EQIX,Equinix,46.82%,CLX,The Clorox Company,42.24%,A,Agilent Technologies Inc,-1.32%,UNM,Unum Group,36.18%,BCR,Bard (C.R.) Inc.,66.37%,HPE,Hewlett Packard Enterprise
338,18.08%,DWDP,DowDuPont,16.50%,ESRX,Express Scripts,2.81%,CSX,CSX Corp.,-21.16%,IFF,Intl Flavors & Fragrances,-10.03%,MAC,Macerich,-6.41%,AON,Aon plc,-23.12%,AMGN,Amgen Inc,3.90%,AVY,Avery Dennison Corp,41.86%,ITT,ITT Corp.,17.31%,BMS,Bemis Company,18.06%,AFL,AFLAC Inc,28.23%,PPG,PPG Industries,14.97%,GWW,Grainger (W.W.) Inc.,-32.81%,PPL,PPL Corp.,-1.18%,BAX,Baxter International Inc.,-28.91%,DAL,Delta Air Lines,103.80%,ADS,Alliance Data Systems,46.53%,MNST,Monster Beverage,42.11%,CINF,Cincinnati Financial,-1.39%,PYPL,PayPal,35.68%,TAP,Molson Coors Brewing Company,66.09%,MMM,3M Company
339,18.04%,EQT,EQT Corporation,16.24%,D,Dominion Energy,2.37%,COP,ConocoPhillips,-21.19%,XRAY,Dentsply Sirona,-10.27%,TWX,Time Warner Inc.,-6.55%,GT,Goodyear Tire & Rubber,-23.15%,FOXA,Twenty-First Century Fox Class A,3.89%,DTE,DTE Energy,41.55%,ALB,Albemarle Corp,16.87%,APD,Air Products & Chemicals Inc,18.00%,AEE,Ameren Corp,27.90%,D,Dominion Energy,14.00%,HES,Hess Corporation,-33.39%,PBI,Pitney Bowes Inc,-2.20%,BSX,Boston Scientific,-31.09%,GLW,Corning Inc.,95.79%,CHTR,Charter Communications,46.38%,PWR,Quanta Services Inc.,42.08%,DRI,Darden Restaurants,-1.91%,F,Ford Motor,35.40%,SNPS,Synopsys Inc.,65.60%,INTU,Intuit
340,16.73%,LNT,Alliant Energy Corp,16.08%,ORCL,Oracle Corp.,2.35%,AME,AMETEK Inc,-21.65%,SHW,Sherwin-Williams,-10.39%,FDX,FedEx Corporation,-7.43%,ADBE,Adobe Systems Inc,-23.34%,JBL,Jabil Circuit,3.60%,WHR,Whirlpool Corp.,41.51%,NE,Noble Corp,16.66%,BBT,BB&T Corporation,17.95%,ALK,Alaska Air Group Inc,27.67%,ARNC,Arconic Inc,12.83%,FLR,Fluor Corp.,-33.56%,ANTM,Anthem Inc.,-3.03%,FLIR,FLIR Systems,-31.19%,SVU,Supervalu Inc.,95.76%,MCO,Moody's Corp,46.38%,PBI,Pitney Bowes Inc,41.91%,BBT,BB&T Corporation,-2.00%,ORCL,Oracle Corp.,34.94%,EXPE,Expedia Inc.,64.99%,AJG,Arthur J. Gallagher & Co.
341,16.67%,SWKS,Skyworks Solutions,15.97%,MTD,Mettler Toledo,2.11%,GT,Goodyear Tire & Rubber,-21.69%,FLIR,FLIR Systems,-10.47%,LEG,Leggett & Platt,-7.48%,PH,Parker-Hannifin,-23.48%,PEG,Public Serv. Enterprise Inc.,3.60%,KMB,Kimberly-Clark,41.37%,WEC,Wec Energy Group Inc,16.48%,CPB,Campbell Soup,17.93%,TXN,Texas Instruments,27.50%,WEC,Wec Energy Group Inc,11.57%,GIS,General Mills,-33.60%,OI,Owens-Illinois,-3.75%,XOM,Exxon Mobil Corp.,-33.73%,SWN,Southwestern Energy,91.37%,GRA,W.R. Grace,45.82%,LEG,Leggett & Platt,41.89%,GRA,W.R. Grace,-2.73%,WHR,Whirlpool Corp.,34.38%,AMAT,Applied Materials Inc,63.39%,ETFC,E*Trade
342,16.49%,XEL,Xcel Energy Inc,15.85%,FLS,Flowserve Corporation,2.11%,PLD,Prologis,-21.90%,R,Ryder Systems Inc.,-10.48%,MCD,McDonald's Corp.,-8.00%,ZION,Zions Bancorp,-24.04%,BHGE,"Baker Hughes, a GE Company",3.28%,CCI,Crown Castle International Corp.,41.22%,APD,Air Products & Chemicals Inc,16.40%,HON,Honeywell Int'l Inc.,17.52%,K,Kellogg Co.,27.01%,FISV,Fiserv Inc,6.35%,UNP,Union Pacific,-34.19%,BA,Boeing Company,-3.97%,NDAQ,"Nasdaq, Inc.",-36.07%,S,Sprint Nextel Corp.,90.25%,ISRG,Intuitive Surgical Inc.,45.39%,BAX,Baxter International Inc.,41.76%,FHN,First Horizon,-2.98%,UNP,Union Pacific,34.37%,PNC,PNC Financial Services,63.38%,YUM,Yum! Brands Inc
343,15.85%,EMN,Eastman Chemical,15.67%,HRB,Block H&R,2.07%,SNA,Snap-On Inc.,-21.99%,NI,NiSource Inc.,-10.54%,KR,Kroger Co.,-8.67%,CDNS,Cadence Design Systems,-24.47%,ISRG,Intuitive Surgical Inc.,2.92%,ADI,"Analog Devices, Inc.",41.20%,CMCSA,Comcast Corp.,16.25%,JPM,JPMorgan Chase & Co.,17.42%,MTB,M&T Bank Corp.,26.86%,BHGE,"Baker Hughes, a GE Company",3.92%,LKQ,LKQ Corporation,-35.77%,EXC,Exelon Corp.,-4.07%,ABT,Abbott Laboratories,-36.90%,PHM,Pulte Homes Inc.,85.74%,LKQ,LKQ Corporation,45.26%,BLL,Ball Corp,41.73%,AME,AMETEK Inc,-3.11%,JBHT,J. B. Hunt Transport Services,34.05%,XYL,Xylem Inc.,62.78%,PLD,Prologis
344,15.79%,CMCSA,Comcast Corp.,15.66%,WY,Weyerhaeuser Corp.,1.43%,MSI,Motorola Solutions Inc.,-22.00%,GPC,Genuine Parts,-11.37%,PG,Procter & Gamble,-9.04%,OMC,Omnicom Group,-24.54%,FMC,FMC Corporation,2.76%,JCP,J.C. Penney,41.14%,HBAN,Huntington Bancshares,16.18%,HD,Home Depot,17.24%,FOX,Twenty-First Century Fox Class B,26.74%,SNPS,Synopsys Inc.,2.99%,PX,Praxair Inc.,-36.14%,JCP,J.C. Penney,-4.32%,AEE,Ameren Corp,-37.19%,FII,Federated Investors,84.98%,TSCO,Tractor Supply Company,45.03%,BF.B,Brown-Forman Corp.,41.68%,OKE,ONEOK,-3.27%,HLT,Hilton Worldwide,33.68%,ARE,Alexandria Real Estate Equities Inc,62.06%,IR,Ingersoll-Rand PLC
345,15.79%,AZO,AutoZone Inc,15.43%,QCOM,QUALCOMM Inc.,1.35%,HCP,HCP Inc.,-22.18%,DE,Deere & Co.,-11.64%,CAG,Conagra Brands,-9.05%,CL,Colgate-Palmolive,-24.84%,EOG,EOG Resources,2.65%,INTC,Intel Corp.,41.07%,WFC,Wells Fargo,15.93%,NTRS,Northern Trust Corp.,16.79%,AKS,AK Steel Holding Corp.,26.71%,MKC,McCormick & Co.,2.71%,FLS,Flowserve Corporation,-36.17%,TSS,Total System Services,-4.51%,BAC,Bank of America Corp,-37.28%,DF,Dean Foods,84.52%,WYN,Wyndham Worldwide,44.98%,F,Ford Motor,41.61%,ROP,Roper Technologies,-3.40%,MGM,MGM Resorts International,33.46%,VRSN,Verisign Inc.,61.91%,A,Agilent Technologies Inc
346,15.74%,EXC,Exelon Corp.,15.34%,IP,International Paper,0.93%,HAL,Halliburton Co.,-22.22%,NEE,NextEra Energy,-12.50%,UPS,United Parcel Service,-9.19%,FOSL,Fossil Group,-24.87%,LRCX,Lam Research,2.56%,A,Agilent Technologies Inc,40.14%,AEP,American Electric Power,15.39%,MAS,Masco Corp.,16.73%,FOXA,Twenty-First Century Fox Class A,26.19%,SLG,SL Green Realty,2.46%,AGN,"Allergan, Inc",-36.96%,FLR,Fluor Corp.,-4.57%,RTN,Raytheon Co.,-37.46%,NYT,The New York Times Co.,79.32%,APTV,Aptiv Plc,44.93%,TIF,Tiffany & Co.,41.44%,EXPE,Expedia Inc.,-3.62%,PFG,Principal Financial Group,33.02%,SCHW,Charles Schwab Corporation,61.73%,AOS,A.O. Smith
347,15.54%,HRL,Hormel Foods Corp.,15.24%,ROK,Rockwell Automation Inc.,0.31%,AET,Aetna Inc,-22.58%,VNO,Vornado Realty Trust,-12.56%,SNPS,Synopsys Inc.,-9.22%,MRK,Merck & Co.,-25.11%,HST,Host Hotels & Resorts,2.55%,SNA,Snap-On Inc.,40.14%,MTB,M&T Bank Corp.,14.71%,GIS,General Mills,16.12%,NBR,Nabors Industries,25.81%,GWW,Grainger (W.W.) Inc.,1.47%,SJM,JM Smucker,-37.03%,CBG,CBRE Group,-5.67%,FSLR,First Solar,-38.14%,WHR,Whirlpool Corp.,76.99%,UAA,Under Armour,44.73%,FHN,First Horizon,41.27%,PSX,Phillips 66,-3.69%,AMP,Ameriprise Financial,32.67%,DPS,Dr Pepper Snapple Group,60.99%,NEE,NextEra Energy
348,15.32%,MCO,Moody's Corp,15.14%,FE,FirstEnergy Corp,-0.08%,FRT,Federal Realty Investment Trust,-22.66%,MRO,Marathon Oil Corp.,-12.64%,LOW,Lowe's Cos.,-9.90%,NYT,The New York Times Co.,-25.36%,KO,Coca-Cola Company,2.18%,STT,State Street Corp.,39.87%,PXD,Pioneer Natural Resources,14.70%,FOSL,Fossil Group,15.79%,TJX,TJX Companies Inc.,25.05%,EIX,Edison Int'l,0.11%,PG,Procter & Gamble,-37.22%,NWL,Newell Brands,-8.34%,HBAN,Huntington Bancshares,-40.44%,MU,Micron Technology,73.47%,WMB,Williams Cos.,44.56%,HES,Hess Corporation,41.27%,EW,Edwards Lifesciences,-3.97%,HSY,The Hershey Company,32.55%,SJM,JM Smucker,60.88%,DHI,D. R. Horton
349,15.00%,SIG,Signet Jewelers,14.82%,JBHT,J. B. Hunt Transport Services,-0.55%,AVB,"AvalonBay Communities, Inc.",-23.18%,PNW,Pinnacle West Capital,-12.89%,ROST,Ross Stores,-10.10%,EMN,Eastman Chemical,-26.21%,LNC,Lincoln National,2.14%,EFX,Equifax Inc.,39.79%,PFG,Principal Financial Group,14.70%,MTB,M&T Bank Corp.,15.53%,FII,Federated Investors,24.64%,JBHT,J. B. Hunt Transport Services,-0.10%,BDX,Becton Dickinson,-37.55%,UAA,Under Armour,-8.68%,RF,Regions Financial Corp.,-40.57%,AVP,Avon Products,71.45%,EXPE,Expedia Inc.,44.18%,KLAC,KLA-Tencor Corp.,41.13%,CRM,Salesforce.com,-4.24%,FLIR,FLIR Systems,31.93%,PLD,Prologis,60.65%,WYN,Wyndham Worldwide
350,14.82%,WEC,Wec Energy Group Inc,14.06%,IFF,Intl Flavors & Fragrances,-1.13%,SLB,Schlumberger Ltd.,-23.81%,CMS,CMS Energy,-13.47%,AZO,AutoZone Inc,-10.56%,ES,Eversource Energy,-26.37%,NI,NiSource Inc.,1.95%,DGX,Quest Diagnostics,39.54%,UPS,United Parcel Service,14.49%,DXC,DXC Technology,15.48%,MYL,Mylan N.V.,24.24%,EMN,Eastman Chemical,-0.34%,FAST,Fastenal Co,-37.58%,WY,Weyerhaeuser Corp.,-11.13%,LMT,Lockheed Martin Corp.,-40.71%,GM,General Motors,70.52%,AOS,A.O. Smith,44.03%,GLW,Corning Inc.,41.09%,ACN,Accenture plc,-4.94%,CF,CF Industries Holdings Inc,31.27%,O,Realty Income Corporation,60.34%,MSFT,Microsoft Corp.
351,13.68%,ANSS,ANSYS,14.05%,APC,Anadarko Petroleum Corp,-3.06%,REG,Regency Centers Corporation,-24.31%,LEN,Lennar Corp.,-13.50%,STI,SunTrust Banks,-10.69%,RDC,Rowan Companies Plc,-26.68%,ARNC,Arconic Inc,1.72%,GWW,Grainger (W.W.) Inc.,39.30%,WHR,Whirlpool Corp.,14.35%,HCP,HCP Inc.,14.99%,RF,Regions Financial Corp.,23.86%,PLD,Prologis,-0.35%,ROST,Ross Stores,-37.77%,AES,AES Corp,-12.37%,KR,Kroger Co.,-41.04%,OI,Owens-Illinois,63.69%,OKE,ONEOK,43.29%,BMS,Bemis Company,41.08%,DWDP,DowDuPont,-5.03%,PRGO,Perrigo,31.26%,OKE,ONEOK,59.36%,JEC,Jacobs Engineering Group
352,13.13%,IP,International Paper,13.95%,DTE,DTE Energy,-3.42%,PRGO,Perrigo,-24.67%,JBHT,J. B. Hunt Transport Services,-13.86%,EFX,Equifax Inc.,-11.00%,KLAC,KLA-Tencor Corp.,-26.77%,ALK,Alaska Air Group Inc,1.34%,KSU,Kansas City Southern,39.05%,HRL,Hormel Foods Corp.,14.26%,JCI,Johnson Controls Inc,14.95%,SYK,Stryker Corp.,23.14%,WU,Western Union Co,-0.63%,HP,Helmerich & Payne,-37.88%,ALL,Allstate Corp,-14.88%,PBCT,People's United Financial,-42.29%,GNW,Genworth Financial,61.80%,CNC,Centene Corporation,43.27%,AKAM,Akamai Technologies Inc,41.07%,KIM,Kimco Realty,-5.24%,MET,MetLife Inc.,30.73%,GD,General Dynamics,59.00%,KLAC,KLA-Tencor Corp.
353,11.75%,RRD,R.R. Donnelley,12.50%,SJM,JM Smucker,-3.60%,APC,Anadarko Petroleum Corp,-24.84%,XEL,Xcel Energy Inc,-14.39%,HUM,Humana Inc.,-11.51%,SNPS,Synopsys Inc.,-27.21%,CA,"CA, Inc.",1.31%,ROP,Roper Technologies,38.83%,GNW,Genworth Financial,14.09%,CL,Colgate-Palmolive,14.77%,NI,NiSource Inc.,22.96%,AET,Aetna Inc,-0.65%,NSC,Norfolk Southern Corp.,-38.11%,COP,ConocoPhillips,-15.19%,FE,FirstEnergy Corp,-44.21%,AMD,Advanced Micro Devices,46.44%,ECL,Ecolab,43.13%,GPC,Genuine Parts,40.92%,FITB,Fifth Third Bancorp,-5.32%,VTR,Ventas Inc,30.65%,JNPR,Juniper Networks,58.79%,FIS,Fidelity National Information Services
354,11.56%,ITT,ITT Corp.,11.31%,XLNX,Xilinx Inc,-3.73%,FAST,Fastenal Co,-24.89%,WEC,Wec Energy Group Inc,-14.40%,X,United States Steel Corporation,-11.55%,ARNC,Arconic Inc,-27.51%,CERN,Cerner,0.84%,CTL,CenturyLink Inc,38.55%,IRM,Iron Mountain Incorporated,14.06%,IT,Gartner Inc,14.75%,MSFT,Microsoft Corp.,22.42%,PCG,PG&E Corp.,-3.28%,NEE,NextEra Energy,-38.42%,NOV,National Oilwell Varco Inc.,-16.25%,NRG,NRG Energy,-48.05%,MS,Morgan Stanley,43.71%,NEE,NextEra Energy,43.08%,NCLH,Norwegian Cruise Line,40.86%,ZTS,Zoetis,-5.57%,PBI,Pitney Bowes Inc,30.57%,SCG,SCANA Corp,58.48%,MA,Mastercard Inc.
355,11.44%,HD,Home Depot,11.12%,PPL,PPL Corp.,-3.93%,R,Ryder Systems Inc.,-24.98%,HCP,HCP Inc.,-14.61%,GPC,Genuine Parts,-11.71%,AGN,"Allergan, Inc",-27.56%,UNM,Unum Group,-0.04%,OMC,Omnicom Group,38.17%,MMM,3M Company,13.99%,WAT,Waters Corporation,14.60%,ADP,Automatic Data Processing,22.23%,TRV,The Travelers Companies Inc.,-3.36%,CELG,Celgene Corp.,-38.51%,REG,Regency Centers Corporation,-28.87%,SVU,Supervalu Inc.,-51.54%,X,United States Steel Corporation,43.06%,CVS,CVS Health,42.95%,FB,"Facebook, Inc.",40.52%,SRCL,Stericycle Inc,-5.75%,AFL,AFLAC Inc,30.48%,MKC,McCormick & Co.,58.38%,EQIX,Equinix
356,10.77%,WMT,Wal-Mart Stores,10.52%,NKE,Nike,-4.20%,UNH,United Health Group Inc.,-25.34%,BEN,Franklin Resources,-14.71%,SNA,Snap-On Inc.,-11.78%,PPG,PPG Industries,-27.92%,WBA,Walgreens Boots Alliance,-0.13%,FITB,Fifth Third Bancorp,38.05%,SCG,SCANA Corp,13.87%,WFC,Wells Fargo,14.58%,PGR,Progressive Corp.,21.96%,CB,Chubb Corp,-3.45%,BIIB,Biogen Inc.,-38.52%,IRM,Iron Mountain Incorporated,-29.14%,GILD,Gilead Sciences,-60.09%,AKS,AK Steel Holding Corp.,40.52%,PNR,Pentair Ltd.,42.74%,MKC,McCormick & Co.,40.41%,CDNS,Cadence Design Systems,-5.82%,CSX,CSX Corp.,30.46%,MTB,M&T Bank Corp.,58.31%,IP,International Paper
357,9.03%,MSI,Motorola Solutions Inc.,10.43%,RTN,Raytheon Co.,-4.32%,LMT,Lockheed Martin Corp.,-25.40%,ANDV,Andeavor,-15.62%,PPG,PPG Industries,-11.93%,HAS,Hasbro Inc.,-28.25%,LLY,Lilly (Eli) & Co.,-0.63%,HRL,Hormel Foods Corp.,37.94%,APC,Anadarko Petroleum Corp,13.85%,A,Agilent Technologies Inc,14.38%,DISH,Dish Network,21.78%,BIIB,Biogen Inc.,-3.75%,MLM,Martin Marietta Materials,-39.52%,RCL,Royal Caribbean Cruises Ltd,-29.34%,C,Citigroup Inc.,-61.92%,SHLD,Sears Holding Corporation,33.70%,BLL,Ball Corp,42.34%,R,Ryder Systems Inc.,40.40%,GRMN,Garmin Ltd.,-5.93%,ARNC,Arconic Inc,30.36%,AIV,Apartment Investment & Management,58.16%,TMK,Torchmark Corp.
358,8.71%,LB,L Brands Inc.,10.31%,PRGO,Perrigo,-5.37%,ROK,Rockwell Automation Inc.,-26.13%,COO,The Cooper Companies,-15.88%,DLTR,Dollar Tree,-12.32%,AYI,Acuity Brands Inc,-28.29%,FLS,Flowserve Corporation,-1.08%,XLNX,Xilinx Inc,37.84%,ROST,Ross Stores,13.81%,PH,Parker-Hannifin,14.31%,PXD,Pioneer Natural Resources,21.21%,GIS,General Mills,-3.77%,AJG,Arthur J. Gallagher & Co.,-39.80%,BK,The Bank of New York Mellon Corp.,-31.20%,PHM,Pulte Homes Inc.,-62.79%,BAC,Bank of America Corp,33.25%,MAC,Macerich,42.23%,XYL,Xylem Inc.,40.38%,GIS,General Mills,-6.06%,SYMC,Symantec Corp.,30.35%,FL,Foot Locker Inc,57.44%,AWK,American Water Works Company Inc
